passenger_id,survived,pclass,pname,sex,age,sibsp,parch,port,fare
891,0,3,"Dooley, Mr. Patrick",male,32,0,0,Q,7.75
6,0,3,"Moran, Mr. James",male,29.7,0,0,Q,8.46
18,1,2,"Williams, Mr. Charles Eugene",male,29.7,0,0,S,13.00
20,1,3,"Masselmani, Mrs. Fatima",female,29.7,0,0,C,7.23
27,0,3,"Emir, Mr. Farred Chehab",male,29.7,0,0,C,7.23
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,29.7,0,0,Q,7.88
30,0,3,"Todoroff, Mr. Lalio",male,29.7,0,0,S,7.90
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,29.7,1,0,C,146.52
33,1,3,"Glynn, Miss. Mary Agatha",female,29.7,0,0,Q,7.75
37,1,3,"Mamee, Mr. Hanna",male,29.7,0,0,C,7.23
43,0,3,"Kraeff, Mr. Theodor",male,29.7,0,0,C,7.90
46,0,3,"Rogers, Mr. William John",male,29.7,0,0,S,8.05
47,0,3,"Lennon, Mr. Denis",male,29.7,1,0,Q,15.50
48,1,3,"O'Driscoll, Miss. Bridget",female,29.7,0,0,Q,7.75
49,0,3,"Samaan, Mr. Youssef",male,29.7,2,0,C,21.68
56,1,1,"Woolner, Mr. Hugh",male,29.7,0,0,S,35.50
65,0,1,"Stewart, Mr. Albert A",male,29.7,0,0,C,27.72
66,1,3,"Moubarek, Master. Gerios",male,29.7,1,1,C,15.25
77,0,3,"Staneff, Mr. Ivan",male,29.7,0,0,S,7.90
78,0,3,"Moutal, Mr. Rahamin Haim",male,29.7,0,0,S,8.05
83,1,3,"McDermott, Miss. Brigdet Delia",female,29.7,0,0,Q,7.79
88,0,3,"Slocovski, Mr. Selman Francis",male,29.7,0,0,S,8.05
96,0,3,"Shorney, Mr. Charles Joseph",male,29.7,0,0,S,8.05
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,29.7,0,0,S,7.90
108,1,3,"Moss, Mr. Albert Johan",male,29.7,0,0,S,7.78
110,1,3,"Moran, Miss. Bertha",female,29.7,1,0,Q,24.15
122,0,3,"Moore, Mr. Leonard Charles",male,29.7,0,0,S,8.05
127,0,3,"McMahon, Mr. Martin",male,29.7,0,0,Q,7.75
129,1,3,"Peter, Miss. Anna",female,29.7,1,1,C,22.36
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,29.7,0,2,C,15.25
155,0,3,"Olsen, Mr. Ole Martin",male,29.7,0,0,S,7.31
159,0,3,"Smiljanic, Mr. Mile",male,29.7,0,0,S,8.66
160,0,3,"Sage, Master. Thomas Henry",male,29.7,8,2,S,69.55
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,29.7,0,1,S,55.00
169,0,1,"Baumann, Mr. John D",male,29.7,0,0,S,25.93
177,0,3,"Lefebre, Master. Henry Forbes",male,29.7,3,1,S,25.47
181,0,3,"Sage, Miss. Constance Gladys",female,29.7,8,2,S,69.55
182,0,2,"Pernot, Mr. Rene",male,29.7,0,0,C,15.05
186,0,1,"Rood, Mr. Hugh Roscoe",male,29.7,0,0,S,50.00
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,29.7,1,0,Q,15.50
197,0,3,"Mernagh, Mr. Robert",male,29.7,0,0,Q,7.75
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,29.7,0,0,Q,7.75
202,0,3,"Sage, Mr. Frederick",male,29.7,8,2,S,69.55
215,0,3,"Kiernan, Mr. Philip",male,29.7,1,0,Q,7.75
224,0,3,"Nenkoff, Mr. Christo",male,29.7,0,0,S,7.90
304,1,2,"Keane, Miss. Nora A",female,29.7,0,0,Q,12.35
230,0,3,"Lefebre, Miss. Mathilde",female,29.7,3,1,S,25.47
236,0,3,"Harknett, Miss. Alice Phoebe",female,29.7,0,0,S,7.55
241,0,3,"Zabour, Miss. Thamine",female,29.7,1,0,C,14.45
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,29.7,1,0,Q,15.50
251,0,3,"Reed, Mr. James George",male,29.7,0,0,S,7.25
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,29.7,0,0,C,79.20
261,0,3,"Smith, Mr. Thomas",male,29.7,0,0,Q,7.75
265,0,3,"Henry, Miss. Delia",female,29.7,0,0,Q,7.75
271,0,1,"Cairns, Mr. Alexander",male,29.7,0,0,S,31.00
275,1,3,"Healy, Miss. Hanora ""Nora""",female,29.7,0,0,Q,7.75
278,0,2,"Parkes, Mr. Francis ""Frank""",male,29.7,0,0,S,0.00
285,0,1,"Smith, Mr. Richard William",male,29.7,0,0,S,26.00
296,0,1,"Lewy, Mr. Ervin G",male,29.7,0,0,C,27.72
299,1,1,"Saalfeld, Mr. Adolphe",male,29.7,0,0,S,30.50
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,29.7,0,0,Q,7.75
302,1,3,"McCoy, Mr. Bernard",male,29.7,2,0,Q,23.25
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,29.7,0,0,S,8.05
307,1,1,"Fleming, Miss. Margaret",female,29.7,0,0,C,110.88
325,0,3,"Sage, Mr. George John Jr",male,29.7,8,2,S,69.55
331,1,3,"McCoy, Miss. Agnes",female,29.7,2,0,Q,23.25
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,29.7,1,0,S,133.65
336,0,3,"Denkoff, Mr. Mitto",male,29.7,0,0,S,7.90
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.7,1,0,S,16.10
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,29.7,0,0,S,35.00
355,0,3,"Yousif, Mr. Wazli",male,29.7,0,0,C,7.23
359,1,3,"McGovern, Miss. Mary",female,29.7,0,0,Q,7.88
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,29.7,0,0,Q,7.88
365,0,3,"O'Brien, Mr. Thomas",male,29.7,1,0,Q,15.50
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,29.7,0,0,C,7.23
369,1,3,"Jermyn, Miss. Annie",female,29.7,0,0,Q,7.75
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,29.7,1,0,C,82.17
385,0,3,"Plotcharsky, Mr. Vasil",male,29.7,0,0,S,7.90
389,0,3,"Sadlier, Mr. Matthew",male,29.7,0,0,Q,7.73
410,0,3,"Lefebre, Miss. Ida",female,29.7,3,1,S,25.47
411,0,3,"Sdycoff, Mr. Todor",male,29.7,0,0,S,7.90
412,0,3,"Hart, Mr. Henry",male,29.7,0,0,Q,6.86
414,0,2,"Cunningham, Mr. Alfred Fleming",male,29.7,0,0,S,0.00
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.7,0,0,S,8.05
421,0,3,"Gheorgheff, Mr. Stanio",male,29.7,0,0,C,7.90
426,0,3,"Wiseman, Mr. Phillippe",male,29.7,0,0,S,7.25
429,0,3,"Flynn, Mr. James",male,29.7,0,0,Q,7.75
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.7,1,0,S,16.10
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,29.7,0,0,S,8.11
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,29.7,1,0,S,19.97
455,0,3,"Peduzzi, Mr. Joseph",male,29.7,0,0,S,8.05
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,29.7,1,0,S,51.86
460,0,3,"O'Connor, Mr. Maurice",male,29.7,0,0,Q,7.75
465,0,3,"Maisner, Mr. Simon",male,29.7,0,0,S,8.05
467,0,2,"Campbell, Mr. William",male,29.7,0,0,S,0.00
469,0,3,"Scanlan, Mr. James",male,29.7,0,0,Q,7.73
471,0,3,"Keefe, Mr. Arthur",male,29.7,0,0,S,7.25
476,0,1,"Clifford, Mr. George Quincy",male,29.7,0,0,S,52.00
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,29.7,0,0,S,0.00
486,0,3,"Lefebre, Miss. Jeannie",female,29.7,3,1,S,25.47
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,29.7,1,0,S,19.97
496,0,3,"Yousseff, Mr. Gerious",male,29.7,0,0,C,14.46
498,0,3,"Shellard, Mr. Frederick William",male,29.7,0,0,S,15.10
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,29.7,0,0,Q,7.63
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,29.7,0,0,S,26.55
512,0,3,"Webber, Mr. James",male,29.7,0,0,S,8.05
518,0,3,"Ryan, Mr. Patrick",male,29.7,0,0,Q,24.15
523,0,3,"Lahoud, Mr. Sarkis",male,29.7,0,0,C,7.23
525,0,3,"Kassem, Mr. Fared",male,29.7,0,0,C,7.23
528,0,1,"Farthing, Mr. John",male,29.7,0,0,S,221.78
532,0,3,"Toufik, Mr. Nakli",male,29.7,0,0,C,7.23
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,29.7,0,2,C,22.36
539,0,3,"Risien, Mr. Samuel Beard",male,29.7,0,0,S,14.50
548,1,2,"Padro y Manent, Mr. Julian",male,29.7,0,0,C,13.86
553,0,3,"O'Brien, Mr. Timothy",male,29.7,0,0,Q,7.83
558,0,1,"Robbins, Mr. Victor",male,29.7,0,0,C,227.53
561,0,3,"Morrow, Mr. Thomas Rowan",male,29.7,0,0,Q,7.75
564,0,3,"Simmons, Mr. John",male,29.7,0,0,S,8.05
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,29.7,0,0,S,8.05
569,0,3,"Doharr, Mr. Tannous",male,29.7,0,0,C,7.23
574,1,3,"Kelly, Miss. Mary",female,29.7,0,0,Q,7.75
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,29.7,1,0,C,14.46
585,0,3,"Paulner, Mr. Uscher",male,29.7,0,0,C,8.71
590,0,3,"Murdlin, Mr. Joseph",male,29.7,0,0,S,8.05
594,0,3,"Bourke, Miss. Mary",female,29.7,0,2,Q,7.75
597,1,2,"Leitch, Miss. Jessie Wills",female,29.7,0,0,S,33.00
599,0,3,"Boulos, Mr. Hanna",male,29.7,0,0,C,7.23
602,0,3,"Slabenoff, Mr. Petco",male,29.7,0,0,S,7.90
603,0,1,"Harrington, Mr. Charles H",male,29.7,0,0,S,42.40
612,0,3,"Jardin, Mr. Jose Neto",male,29.7,0,0,S,7.05
613,1,3,"Murphy, Miss. Margaret Jane",female,29.7,1,0,Q,15.50
614,0,3,"Horgan, Mr. John",male,29.7,0,0,Q,7.75
630,0,3,"O'Connell, Mr. Patrick D",male,29.7,0,0,Q,7.73
634,0,1,"Parr, Mr. William Henry Marsh",male,29.7,0,0,S,0.00
640,0,3,"Thorneycroft, Mr. Percival",male,29.7,1,0,S,16.10
644,1,3,"Foo, Mr. Choong",male,29.7,0,0,S,56.50
649,0,3,"Willey, Mr. Edward",male,29.7,0,0,S,7.55
651,0,3,"Mitkoff, Mr. Mito",male,29.7,0,0,S,7.90
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,29.7,0,0,Q,7.83
657,0,3,"Radeff, Mr. Alexander",male,29.7,0,0,S,7.90
668,0,3,"Rommetvedt, Mr. Knud Paust",male,29.7,0,0,S,7.78
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,29.7,1,0,S,52.00
675,0,2,"Watson, Mr. Ennis Hastings",male,29.7,0,0,S,0.00
681,0,3,"Peters, Miss. Katie",female,29.7,0,0,Q,8.14
693,1,3,"Lam, Mr. Ali",male,29.7,0,0,S,56.50
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,29.7,0,0,Q,7.73
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,29.7,1,1,C,15.25
712,0,1,"Klaber, Mr. Herman",male,29.7,0,0,S,26.55
719,0,3,"McEvoy, Mr. Michael",male,29.7,0,0,Q,15.50
728,1,3,"Mannion, Miss. Margareth",female,29.7,0,0,Q,7.74
733,0,2,"Knight, Mr. Robert J",male,29.7,0,0,S,0.00
739,0,3,"Ivanoff, Mr. Kanio",male,29.7,0,0,S,7.90
740,0,3,"Nankoff, Mr. Minko",male,29.7,0,0,S,7.90
741,1,1,"Hawksford, Mr. Walter James",male,29.7,0,0,S,30.00
761,0,3,"Garfirth, Mr. John",male,29.7,0,0,S,14.50
767,0,1,"Brewe, Dr. Arthur Jackson",male,29.7,0,0,C,39.60
769,0,3,"Moran, Mr. Daniel J",male,29.7,1,0,Q,24.15
774,0,3,"Elias, Mr. Dibo",male,29.7,0,0,C,7.23
777,0,3,"Tobin, Mr. Roger",male,29.7,0,0,Q,7.75
779,0,3,"Kilgannon, Mr. Thomas J",male,29.7,0,0,Q,7.74
784,0,3,"Johnston, Mr. Andrew G",male,29.7,1,2,S,23.45
791,0,3,"Keane, Mr. Andrew ""Andy""",male,29.7,0,0,Q,7.75
793,0,3,"Sage, Miss. Stella Anna",female,29.7,8,2,S,69.55
794,0,1,"Hoyt, Mr. William Fisher",male,29.7,0,0,C,30.70
816,0,1,"Fry, Mr. Richard",male,29.7,0,0,S,0.00
826,0,3,"Flynn, Mr. John",male,29.7,0,0,Q,6.95
827,0,3,"Lam, Mr. Len",male,29.7,0,0,S,56.50
829,1,3,"McCormack, Mr. Thomas Joseph",male,29.7,0,0,Q,7.75
833,0,3,"Saad, Mr. Amin",male,29.7,0,0,C,7.23
838,0,3,"Sirota, Mr. Maurice",male,29.7,0,0,S,8.05
840,1,1,"Marechal, Mr. Pierre",male,29.7,0,0,C,29.70
847,0,3,"Sage, Mr. Douglas Bullen",male,29.7,8,2,S,69.55
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,29.7,1,0,C,89.10
860,0,3,"Razi, Mr. Raihed",male,29.7,0,0,C,7.23
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.7,8,2,S,69.55
869,0,3,"van Melkebeke, Mr. Philemon",male,29.7,0,0,S,9.50
879,0,3,"Laleff, Mr. Kristo",male,29.7,0,0,S,7.90
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,29.7,1,2,S,23.45
